TranscriptID	TranscriptAbundance	GeneAbundance
NM_020441	49.7843	109.6855
NM_001018070	59.9012	109.6855
NM_014325	46.5764	46.5764
chr6:132617194-132722664.4	0.46	2.0398
NM_015529	1.5798	2.0398
NM_006221	124.8464	124.8464
NR_033187	3.4438	25.3671
NM_006223	21.9233	25.3671
NM_014026	35.4314	35.4314
chr12:54624731-54673915.6	25.18	25.18
NM_002028	17.9125	17.9125
NM_006990	49.8835	49.8835
NM_000043	3.8985	3.8985
NR_003579	6.2135	6.2135
NM_001997	1481.7906	1481.7906
NM_000137	28.601	28.601
NM_032338	15.5621	15.5621
NM_002137	356.7874	564.8315
NM_031243	208.0441	564.8315
chr5:112312432-112356666.1	16.847	16.847
NM_020978	0.4114	0.4114
chr1:109852191-109940563.2	18.4455	18.4455
chr15:51200945-51298097.1	2.1244	2.1244
chr1:10002840-10003406.2	3.9231	9.2762
NM_032368	3.1015	9.2762
chr1:10002840-10003406.3	2.2516	9.2762
NM_024075	3.331	17.6327
NM_001077446	14.3017	17.6327
NM_004814	99.6885	99.6885
NM_025146	54.7808	54.7808
chr19:58816811-58817456.3	34.6574	34.6574
NM_144581	3.3548	4.6707
chr14:59939405-59951073.5	0.0	4.6707
chr14:59939405-59951073.4	0.2859	4.6707
chr14:59939405-59951073.2	1.0301	4.6707
NM_001080496	17.4191	17.4191
NM_001015508	2.4974	2.4974
NM_006324	74.6444	74.6444
NM_003270	44.3347	53.1323
chrX:99883794-99891794.3	8.7976	53.1323
NM_145231	8.9571	8.9571
NM_032490	6.6347	6.6347
NM_138288	18.9597	18.9597
chr7:100032911-100034094.1	61.5559	61.5559
NM_173497	1.1791	1.1791
NM_006346	3.4909	3.4909
NM_003271	40.522	91.6668
NM_001025235	27.7959	91.6668
NM_001025236	23.3489	91.6668
NM_005125	60.8192	60.8192
NM_020347	2.6492	2.6492
NM_024296	37.9257	37.9257
NM_015439	8.4285	8.4285
chr3:183165553-183169865.2	2.0047	6.2851
chr3:183165553-183169865.1	4.2803	6.2851
chr9:99449389-99449479.1	1.6328	1.6328
chr19:676388-683392.2	1.088	3.3378
chr19:676388-683392.1	2.2498	3.3378
NM_007085	184.0841	184.0841
chr11:121064637-121069238.1	2.2631	2.2631
chrX:15402925-15511464.1	6.7418	11.5523
NM_001018109	3.0978	11.5523
NM_003662	1.7127	11.5523
chr17:30348154-30380517.8	2.8917	5.5268
NM_052888	2.6351	5.5268
chr17:8241609-8241740.1	0.2267	0.2267
NM_032382	44.2564	44.2564
NR_033839	1.8988	1.8988
NM_145697	7.5621	10.1688
NM_031423	2.6067	10.1688
NM_007357	15.5765	15.5765
NM_020751	5.0669	5.0669
NM_006348	7.9081	7.9081
NM_015386	39.7767	39.7767
NM_024738	18.7784	18.7784
NM_017915	9.2185	9.2185
NM_002180	9.9588	9.9588
chr12:49046994-49076035.4	4.8872	18.9808
NM_017822	14.0937	18.9808
chr12:121440847-121454300.3	4.9736	20.8694
chr12:121440847-121454300.2	6.6745	20.8694
NM_022895	9.2213	20.8694
NM_152318	40.7995	40.7995
NM_001098673	1.6571	72.0483
NM_021934	70.3912	72.0483
NR_015404	18.6333	18.6333
NM_014505	19.8976	19.8976
NM_006574	6.9873	6.9873
NM_001146156	11.6973	11.6973
NM_018116	2.2158	2.2158
NM_018955	517.8419	517.8419
NM_021009	48.0042	48.0042
NM_138797	10.9032	10.9032
NM_001099271	4.835	4.835
chr9:138371647-138380739.1	12.8951	12.8951
NM_018335	7.425	7.425
NM_153326	218.2129	299.0708
NM_006066	80.8579	299.0708
NM_033505	11.1813	11.1813
chr16:127017-188672.22	53.0851	53.0851
chr1:1407163-1431581.1	15.6803	15.6803
NM_018095	14.1484	18.357
NM_016506	4.2085	18.357
NM_198439	0.9075	0.9914
NM_152433	0.0839	0.9914
NM_015483	12.3715	12.3715
NR_024452	0.2117	0.2117
chr3:67048726-67061630.1	2.2004	5.6285
NM_032505	3.4281	5.6285
NM_001174100	5.3049	23.6962
chr3:51989329-52002359.8	18.3913	23.6962
NM_001128912	90.6186	485.5028
NM_001128913	0.0	485.5028
NM_001128914	91.3012	485.5028
NM_031989	201.1483	485.5028
NM_005016	102.4347	485.5028
NM_001098620	0.0	485.5028
NM_018150	80.8162	80.8162
NM_032188	51.7631	51.7631
NM_007067	13.1449	67.5731
chr17:47866070-47906456.8	26.4612	67.5731
chr17:47866070-47906456.10	27.9671	67.5731
NM_001164712	2.2627	53.8071
NR_028435	6.2855	53.8071
NM_000481	45.259	53.8071
NM_001017524	5.4068	15.0867
NM_012239	9.6799	15.0867
NM_030593	7.0131	7.0131
chr10:69644426-69678146.3	23.7837	40.0408
NM_012238	16.2571	40.0408
chr17:79869814-79876058.2	16.7002	16.7002
NM_023940	59.9706	59.9706
NM_206827	4.0988	4.0988
chr12:120740123-120751044.3	0.8175	4.7386
NM_012240	2.4057	4.7386
chr12:120740123-120751044.1	1.5155	4.7386
NM_080651	15.8743	15.8743
NM_016060	4.4254	4.4254
chr6:138743182-138893668.1	6.0317	6.0317
NM_016625	2.3267	12.0613
chr3:157827891-158262574.4	9.7346	12.0613
NM_017906	38.0081	38.0081
NM_024333	85.8849	85.8849
NM_024792	28.6234	28.6234
NM_021239	29.3913	98.2138
chr14:73525220-73588074.11	68.8226	98.2138
NM_018047	21.1764	21.1764
NM_001077351	8.6419	24.5473
NM_018107	15.9055	24.5473
NR_023385	2.1946	20.4983
NR_015449	11.4667	20.4983
chr7:5013615-5037798.5	6.837	20.4983
NM_018077	20.9316	20.9316
NM_022457	18.0459	18.0459
NM_018124	42.333	42.333
NM_004431	38.8289	38.8289
NM_016406	79.7793	79.7793
NM_015939	13.3544	13.3544
NM_005117	10.6592	10.6592
chr14:61438168-61447782.1	14.5569	16.3587
NM_020810	1.8018	16.3587
NM_001136035	34.0438	105.9156
NM_017722	8.5917	105.9156
chr19:13215713-13227563.6	29.7212	105.9156
chr19:13215713-13227563.5	33.5589	105.9156
NM_004114	8.5392	8.5392
NM_004113	2.7405	2.7405
chr17:7342688-7348249.5	0.0604	20.9915
NM_004112	20.9311	20.9915
NM_001078	0.346	0.346
NM_002431	15.5709	15.5709
NM_020724	1.2252	1.2252
NR_026962	7.267	9.4868
chr22:28315363-29075853.5	2.2198	9.4868
NM_017832	5.1664	5.1664
chr6:2399012-2399099.1	0.5822	0.5822
chr1:224180749-224191221.1	11.5248	11.5248
NM_014783	15.9474	15.9474
NM_001039841	19.5574	19.5574
chr13:30221861-30229206.1	0.9974	0.9974
chr4:57371374-57390058.1	0.3975	0.3975
chr3:16306666-16347593.1	12.6484	14.6082
NM_138381	1.9599	14.6082
NM_032315	23.715	23.715
NM_001177	15.2202	15.2202
chr8:146102337-146126846.3	1.6107	6.5783
chr8:146102337-146126846.4	2.1442	6.5783
NM_001109689	1.2973	6.5783
chr8:146102337-146126846.2	1.5261	6.5783
NM_021047	4.9782	4.9782
NR_023392	3.8594	3.8594
NM_203282	2.3835	2.3835
NM_005773	6.1898	6.1898
NM_006980	5.1319	5.1319
NM_001034	51.9372	55.7658
NM_001165931	3.8286	55.7658
NM_001033	57.6034	57.6034
chr1:37940118-37949976.1	4.274	9.1586
NM_025079	4.8846	9.1586
chr11:109964086-110042564.1	1.7961	1.7961
NM_015954	12.5941	17.2405
chr12:16064185-16190314.1	4.6464	17.2405
NM_018128	45.2389	45.2389
NM_058163	75.1082	75.1082
chr14:48612086-48632237.1	0.1607	0.1607
NM_001079809	132.1354	132.1354
NM_001063	0.1941	0.1941
chr10:60145175-60155896.2	23.1756	43.2487
NM_003201	20.0731	43.2487
chr17:42082031-42086435.19	1.1505	5.5262
NM_153006	4.3757	5.5262
chr7:73007523-73038870.7	7.0078	11.0336
chr7:73007523-73038870.8	4.0258	11.0336
NM_004786	77.2559	77.2559
chr10:47379719-47421236.1	5.0641	5.0641
NM_030755	22.8089	22.8089
NM_019022	5.1908	5.1908
NM_000262	20.2889	20.2889
chr10:3108582-3108944.1	1.8736	1.8736
chr2:71295407-71305998.8	17.444	26.2058
NM_017567	8.7618	26.2058
NM_001136269	4.3119	17.9846
NM_014764	13.6727	17.9846
chr16:72556522-72557230.1	0.3983	0.3983
NM_031910	3.9966	3.9966
chr22:50624359-50638027.1	78.6201	78.6201
NM_052854	19.4024	19.4024
NM_130898	39.0117	39.0117
NM_005662	95.1291	95.1291
NM_018149	13.2462	13.2462
NM_138463	61.3654	69.0629
NM_001160407	7.6975	69.0629
NM_022344	17.7582	17.7582
NM_001083612	2.0416	2.0416
NM_018405	73.7463	73.7463
chr1:68564142-68698284.2	2.2007	2.2007
NM_002404	5.9988	5.9988
NM_001190987	73.9908	73.9908
NM_020320	25.5385	25.5385
NM_005926	34.3792	34.3792
NM_080743	2.1504	2.1504
NM_005003	197.8956	197.8956
NR_027906	3.3851	3.3851
NM_016589	48.5511	48.5511
NM_138493	24.5401	24.5401
NM_001038707	2.6127	48.7259
chr1:151020258-151032125.2	13.9774	48.7259
NM_020239	32.1358	48.7259
NM_015987	52.8386	52.8386
NM_014320	27.0959	27.0959
NM_006620	10.6433	12.0741
NM_001145207	1.4308	12.0741
NM_001024845	23.4374	23.4374
NM_004547	440.5599	442.6889
NM_001168331	2.129	442.6889
chr17:36606967-36607549.1	5.4737	11.8042
chr17:36606967-36607549.2	3.8249	11.8042
chr17:36606967-36607549.3	2.5056	11.8042
NM_006135	38.8114	38.8114
NM_004546	301.4559	301.4559
NM_017969	43.9531	43.9531
NM_000485	370.4356	430.3587
NM_001030018	59.9231	430.3587
chr18:9319179-9322059.1	2.698	2.698
NM_004794	5.3698	5.3698
NM_002101	49.7186	49.7186
NM_014047	193.5785	193.5785
NM_130811	0.4563	0.4563
chr19:18668571-18680196.13	53.9223	213.5261
NM_024069	159.6038	213.5261
chr19:13993167-14016909.1	2.3922	2.3922
NM_016145	160.0958	160.0958
NM_031372	81.3558	110.632
NR_003249	29.2762	110.632
NM_003825	27.0874	27.1919
NM_130798	0.1044	27.1919
NM_007015	100.7322	123.178
NM_001011705	22.4458	123.178
NM_174918	0.023	0.023
NR_024320	2.7848	81.2635
NM_001136472	78.4787	81.2635
NM_004782	6.0604	6.0604
NM_024997	4.8816	4.8816
NM_024099	93.3075	93.3075
chr12:53835432-53840426.9	30.0874	170.4592
NM_001005354	1.1517	170.4592
NM_018457	139.2201	170.4592
NM_018304	12.7453	12.7453
NM_032857	9.088	9.088
NM_199285	30.069	30.069
NM_152316	13.9481	13.9481
NM_003701	7.0367	7.0367
NM_003810	0.0576	0.0576
NM_006769	22.4529	22.4529
NR_036508	4.8686	4.8686
NM_144579	19.1057	19.1057
NM_178858	13.0508	13.0508
NM_015721	45.2732	45.2732
NM_002853	7.57	8.6012
NR_026591	1.0312	8.6012
NM_022754	32.9237	32.9237
NM_001174159	1.0582	2.158
chr8:19171080-19253728.5	1.0997	2.158
NM_006585	229.9878	229.9878
chr6:83903031-83906254.2	1.194	5.2085
NM_033411	4.0145	5.2085
NM_019116	39.3626	39.3626
NM_006431	204.8182	204.8182
NM_005998	449.1839	452.8433
NM_001008800	3.6594	452.8433
NM_001009570	2.7174	588.8678
NM_006429	586.1504	588.8678
chr2:62095262-62115791.15	58.1461	253.4235
NM_006430	195.2773	253.4235
NM_012073	184.0325	184.0325
NM_012458	127.9725	127.9725
NM_012456	161.0057	161.0057
NM_002545	0.3754	0.5028
NM_001012393	0.1275	0.5028
NM_001174150	1.7037	1.7037
NM_022476	6.9809	6.9809
NM_024516	48.2154	48.2154
chr10:97664692-97667534.1	2.8464	2.8464
chr10:48927375-48952629.1	0.502	0.502
chr10:75458908-75490272.1	2.2044	2.2044
NM_032494	4.1006	5.4292
chr2:112973438-113012664.3	1.3286	5.4292
NR_026982	6.8014	6.8014
chr3:158362316-158410358.6	4.1779	19.4245
NM_024996	15.2466	19.4245
NM_170681	11.765	11.765
chr2:113033177-113097640.1	3.7654	3.7654
NM_153025	5.2334	5.2334
NM_000775	0.7958	0.7958
NM_021151	1.8071	2.3951
NR_026585	0.588	2.3951
NM_003841	4.9711	4.9711
NM_147187	61.4721	61.4721
NM_003844	9.2782	9.2782
NM_003840	10.4007	10.4007
chr12:57924093-57940978.4	145.3039	145.3039
NM_007234	44.4809	44.4809
NM_006571	11.9828	22.6065
chr8:30013812-30041059.2	5.1764	22.6065
chr8:30013812-30041059.1	5.4473	22.6065
chr12:51818593-51902980.1	3.9477	3.9477
NM_032486	27.323	34.9682
chr16:23652806-23681182.3	7.6451	34.9682
chr1:200381090-200443036.1	48.8811	48.8811
NM_020122	16.7322	16.7322
chrY:2709622-2734995.6	76.5257	437.6285
NM_001008	361.1029	437.6285
NM_213597	3.0765	3.0765
NM_032466	8.8904	8.8904
NM_024625	10.5984	10.5984
NM_145047	2.5067	3.1851
NM_206837	0.6784	3.1851
chr4:180092050-180111012.2	1.1604	1.4506
chr4:180092050-180111012.1	0.2901	1.4506
NM_032231	49.1575	68.3336
NM_001014812	19.1761	68.3336
NM_016062	116.5612	129.2011
NR_024525	12.6398	129.2011
NR_003494	0.0391	0.0391
NM_001008529	7.2065	26.5108
NM_198530	19.3042	26.5108
NM_022453	22.8376	22.8376
NM_001134337	3.9881	8.1399
NM_001134338	4.1517	8.1399
NM_003350	28.1529	72.4043
chr8:48920994-48974452.1	44.2513	72.4043
chr4:250621-250661.1	3.1338	3.1338
chr5:10277707-10308168.1	16.2183	22.788
NM_138809	6.5697	22.788
chr17:20828146-20832743.3	17.9027	23.1327
chr17:20828146-20832743.1	5.23	23.1327
NM_001145434	1.7386	15.3757
chr19:52873169-52889044.1	13.6371	15.3757
NM_001159293	0.7841	0.7841
NM_001101338	4.4931	4.4931
NM_013319	18.3116	18.3116
NR_027130	2.1124	61.6499
chr19:21541734-21571383.5	59.5375	61.6499
NM_001011551	10.3682	10.3682
NR_033759	2.4717	219.4701
NM_006476	216.9984	219.4701
NM_024942	2.8546	4.3171
chr10:124690418-124713919.1	1.4626	4.3171
chr11:57252007-57283159.1	21.9498	21.9498
NM_004990	219.884	219.884
NM_015627	15.5872	15.5872
chr1:32510991-32525763.1	2.4872	2.4872
NM_014729	7.0335	7.0335
NM_000402	75.8598	75.8598
chr1:160061137-160068408.17	122.325	122.325
chr2:202241930-202316319.1	2.8979	2.8979
NM_005488	24.7831	24.7831
chr15:90777486-90785311.2	0.6648	2.9254
NM_001013657	2.2605	2.9254
NM_004684	0.3961	0.3961
NM_002134	40.3489	40.8271
NM_001127204	0.4782	40.8271
NM_004925	3.7316	3.7316
chr18:20875980-21017925.2	5.2362	6.9082
chr18:20875980-21017925.1	1.672	6.9082
NM_080652	8.5143	8.5143
NM_015012	4.1002	16.1121
chr11:9302200-9336296.4	3.548	16.1121
NR_028491	8.464	16.1121
chr5:146939700-146943071.5	8.8286	27.1911
chr5:146939700-146943071.2	18.3624	27.1911
chr5:154238197-154256351.17	22.8849	29.2441
NM_004779	6.3592	29.2441
NM_006844	68.2969	68.2969
NM_014515	28.4568	28.4568
NM_013354	34.5046	41.8394
NM_054026	7.3348	41.8394
NM_030882	9.3613	9.3613
NM_001190849	2.7287	7.5758
NM_013316	3.7689	7.5758
NM_001008225	1.0782	7.5758
NM_002213	89.7216	89.7216
chr19:12203077-12225491.1	12.4963	12.4963
NM_001040436	26.8569	26.8569
NM_002298	1.1098	1.1098
chr13:46700058-46756459.1	0.0	1.1098
NM_053004	24.2617	24.2617
NM_024309	42.8886	42.8886
NM_001164280	53.6267	53.6267
chr1:37234212-37235503.1	1.2166	1.2166
chr11:74202923-74204755.1	5.089	5.089
chr3:58291971-58305919.5	6.7154	16.6724
NM_007042	7.715	16.6724
NM_001098783	2.242	16.6724
NM_018453	18.3673	18.3673
chr11:69480333-69490165.1	0.0	9.2957
NM_153451	9.2957	9.2957
NM_138335	1.9636	4.8617
chr4:44704168-44728612.5	2.0211	4.8617
chr4:44704168-44728612.3	0.8769	4.8617
NM_005471	88.0013	88.0013
NM_000429	3.8712	3.8712
NM_016219	34.4472	34.4472
NM_198568	0.5607	0.5607
chr16:23072728-23160591.7	1.4181	4.3241
chr16:23072728-23160591.2	2.9061	4.3241
NM_004841	4.8396	7.9439
chr1:178060642-178448644.4	3.1042	7.9439
NM_017920	5.5163	14.7516
NM_001077663	9.2354	14.7516
chr1:78161675-78225537.11	16.7634	16.7634
NM_001031628	10.5304	10.5304
NM_006325	1222.7176	1222.7176
NM_013380	0.968	0.968
NM_145290	29.0369	29.0369
NM_030915	26.3467	26.3467
NM_001195483	5.2216	7.7226
NM_024628	2.5009	7.7226
NM_207122	14.1637	30.6967
NM_000401	16.533	30.6967
NM_000127	15.0494	15.0494
NR_036485	1.5691	1.5691
chr17:48423392-48438511.14	7.9581	29.2435
NM_022167	21.2854	29.2435
NM_001679	145.2581	145.2581
NM_001677	29.6329	29.6329
NM_016020	26.526	26.526
NM_004060	135.9866	135.9866
NM_199246	0.0	135.9866
chr11:67559239-67572807.2	16.4332	22.6339
NR_024249	6.2007	22.6339
chr6:26281815-26285261.1	0.3898	2.122
chr6:26281815-26285261.2	1.7323	2.122
NM_001042430	0.2263	0.9062
NM_024643	0.6799	0.9062
NM_016010	2.8154	2.8154
NR_023924	3.5217	5.0548
NR_023923	1.533	5.0548
NM_016039	260.2266	260.2266
NM_001128208	6.4863	29.9501
NM_015344	23.4638	29.9501
NM_002556	20.1703	20.1703
NM_022171	9.7471	9.7471
NM_003795	54.5791	54.5791
chr5:122110749-122165800.8	10.2799	44.9204
NM_003100	34.6405	44.9204
NM_003099	10.1219	10.1219
chr1:99127235-99226054.2	2.8747	12.2202
NM_015976	9.3454	12.2202
NM_152233	14.8205	14.8205
NM_152227	51.3507	82.8317
NM_014426	31.481	82.8317
NM_003794	10.5645	10.5645
NM_016224	12.6382	12.6382
NM_013321	39.2605	39.2605
NM_004339	110.8694	110.8694
NM_145265	19.0922	19.0922
NM_138771	0.4481	2.0492
chr7:23636997-23684326.1	0.9605	2.0492
chr7:23636997-23684326.2	0.6406	2.0492
chr5:68576518-68628591.2	1.1517	1.1517
NM_001136203	166.4021	166.7045
NM_138442	0.3024	166.7045
NM_001174127	11.5703	11.5703
chr13:44410490-44468067.7	1.175	1.175
NM_024584	1.0845	1.0845
NR_003141	17.6272	17.6272
NR_003672	3.5741	57.8636
chr9:139607023-139622636.2	27.7875	57.8636
chr9:139607023-139622636.1	26.502	57.8636
NM_001010879	13.4271	19.4437
chr19:58095627-58103757.2	6.0166	19.4437
NM_025194	11.3713	11.3713
NM_001032296	22.1079	56.6622
NM_003576	34.5542	56.6622
chr22:26909000-26909377.1	3.2699	3.2699
NR_003098	198.09	198.09
NM_001164835	4.3076	186.9082
NM_019079	182.6007	186.9082
NM_000294	13.4735	13.4735
chr4:120415551-120549981.12	4.1965	4.1965
NM_152288	11.2112	11.2112
NM_032790	39.8762	39.8762
NM_001122837	11.2771	39.6108
NM_018845	27.1875	39.6108
NM_001122839	1.1461	39.6108
NM_001931	19.7218	19.7218
NM_001009894	3.898	3.898
NM_032230	3.1273	3.1273
chr6:69342948-69344076.1	0.7533	0.7533
NM_013300	13.2723	13.2723
chr12:107349543-107367811.1	1.0637	3.739
NM_152261	2.6753	3.739
NM_006088	492.2721	591.4245
chr9:140135710-140142222.5	99.1524	591.4245
NM_178012	361.7868	361.7868
NM_006397	191.8264	191.8264
NM_032193	30.1115	30.1115
NM_001142279	5.8133	19.1769
NM_024570	13.3637	19.1769
NM_000240	2.4144	2.4144
NM_012145	72.6482	98.5309
NR_033255	21.7779	98.5309
NM_001165031	4.1049	98.5309
NM_018248	4.0528	4.0528
NM_001135746	8.0519	14.3783
chr8:11627171-11644854.1	6.3264	14.3783
NM_001102399	36.537	114.4803
NM_005826	54.0308	114.4803
NM_001102397	23.9125	114.4803
NM_000255	6.7265	6.7265
NM_018068	2.2022	2.2022
NM_206808	2.2736	2.2736
NM_001040442	5.6824	5.6824
NM_001446	15.01	15.01
NM_001170544	69.4694	69.4694
NM_000290	3.6045	3.6045
NM_004102	25.8016	25.8016
NM_002629	1174.5689	1174.5689
NM_001165037	6.5307	8.041
NM_000810	1.5103	8.041
NM_001127648	0.0877	3.1757
NM_001127645	1.5454	3.1757
NM_001127644	1.5426	3.1757
NR_024283	0.0805	0.0805
chr10:5031965-5060207.3	0.2448	0.2448
NM_003739	1.4661	1.4661
NM_005460	3.1539	3.1539
NM_006808	257.5073	257.5073
NM_001812	4.946	4.946
NM_001212	519.1755	519.1755
chr3:75470704-75484266.1	12.8748	12.8748
NM_001024943	11.1136	35.2533
NM_000048	24.1396	35.2533
NM_004047	170.1753	175.8105
NM_001039457	5.6353	175.8105
NM_001694	473.6519	473.6519
NM_052845	10.1291	10.1291
NM_003009	416.5819	416.5819
chrX:119560003-119603204.1	17.1822	17.1822
NM_005707	16.0123	16.0123
NM_001083600	27.1992	49.8845
NM_024845	22.6854	49.8845
NM_001948	80.8118	82.0278
NM_001025249	1.216	82.0278
NM_174890	1.0834	3.2802
chr10:46111039-46168251.10	1.0334	3.2802
NM_001128324	1.1635	3.2802
chr4:98055886-98062448.3	2.1801	2.1801
chr2:58747887-59290900.1	2.3142	2.3142
NM_145037	3.775	3.775
NM_032560	14.2112	29.4869
chr14:91923957-91976644.13	11.2065	29.4869
chr14:91923957-91976644.2	4.0693	29.4869
chr2:55775514-55844796.4	2.4231	12.5235
chr2:55775514-55844796.2	10.1003	12.5235
NM_005133	48.3907	48.3907
NM_000434	69.1632	69.1632
NM_013326	9.773	9.773
NM_001688	76.5962	76.5962
NM_013387	123.319	156.1532
NM_001003684	32.8342	156.1532
NM_006830	118.4995	118.4995
NM_018170	16.2214	42.8107
chr18:33569793-33647373.2	26.5893	42.8107
NM_144970	2.7075	2.7075
NM_021215	10.222	10.222
NM_031412	80.8064	80.8064
NM_177924	13.902	42.4656
chr8:17913924-17944391.32	28.5636	42.4656
NM_012415	7.7353	7.7353
NM_007285	50.0167	50.0167
NM_001098538	8.9336	8.9336
chr9:6720862-7175647.2	2.082	9.7532
NM_015061	5.5758	9.7532
chr9:6720862-7175647.8	2.0954	9.7532
NM_001001683	31.7928	31.7928
chrX:74273106-74376132.3	7.907	24.1655
chrX:74273106-74376132.4	5.9014	24.1655
NM_004299	10.3571	24.1655
chr2:220074493-220083672.38	14.1955	46.6746
NM_005689	32.4791	46.6746
chr19:867961-893218.1	58.6991	58.6991
NM_153182	3.3368	3.3368
NM_017638	11.3177	11.7226
NM_001127350	0.4049	11.7226
chr11:57471188-57479673.1	28.4033	28.4033
chr7:22459064-22539901.1	4.9626	4.9626
NM_006155	18.0515	146.659
NM_004404	128.6076	146.659
chr11:96123157-96126727.1	5.3432	5.3432
NM_002818	134.0541	134.0541
NM_005789	146.7524	146.7524
NM_006263	85.0342	87.993
NM_176783	2.9588	87.993
chr19:11998669-12025363.1	1.9359	1.9359
NM_001959	54.3478	761.847
NM_021121	52.8198	761.847
NM_001037663	654.6794	761.847
NM_007099	8.6698	128.5807
NM_004300	96.7761	128.5807
NM_001040649	17.5637	128.5807
NR_024080	5.5712	128.5807
chr1:244979620-244992985.1	5.8816	5.8816
NR_002944	442.9056	442.9056
NM_000668	0.0	0.0
NM_002615	47.1219	47.1219
NM_031427	2.1367	3.8786
chr14:74111577-74168647.1	1.7419	3.8786
NM_021127	39.616	39.616
chr13:45563686-45607370.1	12.491	13.6276
NM_018559	1.1367	13.6276
NM_020741	1.5087	1.5087
NM_018362	5.3439	5.3439
NM_006345	16.5521	26.8474
chr4:41992522-42089550.8	10.2954	26.8474
chr6:139790131-139795733.1	0.0611	0.0611
NM_022902	5.9096	10.7899
chr5:68389817-68425879.10	4.8803	10.7899
NM_001144884	2.471	2.471
NM_017964	7.2578	7.2578
chr19:46112659-46148775.1	20.0829	20.0829
NM_001924	17.2503	17.2503
NM_019063	23.0358	32.4833
NM_001145076	9.4475	32.4833
NM_006705	11.3175	11.3175
NM_024646	2.8343	2.8343
NM_003564	140.3747	140.3747
chr21:37477339-37479895.3	6.924	15.0427
chr21:37477339-37479895.1	8.1187	15.0427
chr7:143060350-143060993.1	3.3203	3.3203
chr6:33080292-33119478.1	14.0208	23.7027
chr6:33080292-33119478.3	9.6819	23.7027
chr11:78147016-78285909.1	3.7552	20.5264
NM_024678	16.7713	20.5264
NM_014089	11.6305	11.6305
chr7:23221445-23240629.1	5.3296	18.055
NM_007342	12.7254	18.055
chr14:37667117-38020463.1	5.0521	5.0521
NM_006877	0.8882	0.8882
NM_003875	87.3049	87.3049
NM_017824	6.8317	6.8317
NM_001299	35.1539	35.1539
NM_001839	136.4239	136.4239
NM_004368	467.575	471.013
NM_201277	3.438	471.013
NM_001361	9.1462	11.699
chr16:72042642-72058954.5	2.5527	11.699
NR_003099	1.4194	1.8295
NM_021148	0.41	1.8295
NR_024566	0.2953	5.7978
NR_024565	5.5025	5.7978
NM_021994	4.0234	9.1409
chr7:111846642-111983989.1	5.1176	9.1409
NM_015341	20.0678	20.0678
NM_022346	19.0319	19.0319
NM_024111	56.9047	56.9047
chr20:31995762-32031698.4	3.6165	6.1211
chr20:31995762-32031698.3	1.0795	6.1211
chr20:31995762-32031698.1	1.425	6.1211
NM_178450	4.5134	4.5134
NM_004804	30.4569	30.4569
NM_018648	464.9877	464.9877
NM_016391	82.0487	82.0487
NM_001048252	0.0	0.0
NM_176875	8.4317	8.4317
chr4:140637545-141075233.1	1.7047	1.7047
chr5:179159850-179204285.1	9.9206	9.9206
NM_007363	311.3987	360.1302
NM_001145409	48.7315	360.1302
chr5:138855114-138862343.27	0.0524	0.3113
NM_198282	0.0628	0.3113
chr5:138855114-138862343.18	0.1961	0.3113
NM_001056	0.8489	0.8489
chr2:108994420-109004270.2	1.7471	1.7471
NM_032525	138.5628	138.5628
NM_006087	166.9477	166.9477
NM_006086	741.414	741.414
chr2:27498288-27504296.5	0.1306	0.3764
chr2:27498288-27504296.11	0.0783	0.3764
chr2:27498288-27504296.4	0.1675	0.3764
NM_014967	4.4756	11.4671
chr15:31196054-31283807.31	6.8021	11.4671
NM_001146094	0.0	11.4671
NM_001146096	0.1894	11.4671
NM_001042618	24.8737	24.8737
NM_017912	1.9718	1.9718
NM_205767	33.9227	33.9227
NM_001003931	1.1776	1.1776
chr5:137667874-137671073.3	2.7397	6.2288
chr5:137667874-137671073.1	3.489	6.2288
NM_001101340	3.3845	3.3845
NM_031286	220.4581	220.4581
NM_031469	7.6495	7.6495
chr17:79632066-79633618.1	21.425	42.5025
chr17:79632066-79633618.4	21.0775	42.5025
chr12:46781755-46863935.3	2.1915	5.3386
chr12:46781755-46863935.2	1.6752	5.3386
chr12:46781755-46863935.1	1.472	5.3386
chr19:23444546-23456877.1	6.97	6.97
chr17:65987217-65992238.1	6.587	13.2111
NM_181655	6.6241	13.2111
chr11:77532207-77583397.6	8.1452	37.9449
NM_024684	29.7997	37.9449
NM_001171251	13.7154	19.988
chr17:42219273-42239844.2	6.2725	19.988
NM_152587	0.1765	0.2598
chr11:108253727-108338258.2	0.0834	0.2598
NM_001178142	0.0	44.4004
NM_001178139	2.7047	44.4004
chr3:141663276-141868386.2	35.5578	44.4004
NM_006286	6.1378	44.4004
chr11:124636393-124670299.2	2.387	8.9383
chr11:124636393-124670299.3	6.5513	8.9383
chr10:15137384-15146255.7	15.5399	15.5399
chr3:147657903-147658345.1	0.1511	0.1511
NM_000560	0.0	0.2113
NM_001040033	0.2113	0.2113
chr19:2037469-2051243.1	119.8647	119.8647
NM_001002257	3.5119	3.5119
chr1:47023090-47069966.3	3.3441	11.3323
chr1:47023090-47069966.2	7.9882	11.3323
NM_001568	300.843	300.843
NM_058170	0.3664	0.3664
NM_058164	88.6524	88.6524
NM_014279	35.2377	43.9425
chr9:137967088-138013031.6	8.7048	43.9425
NM_018307	9.365	13.4957
NM_001033568	4.1307	13.4957
